CODE,Sales_Date,Id_Producto,Customer_ID,PVP,MOTIVO_VENTA,FORMA_PAGO,EXTENSION_GARANTIA,SEGURO_BATERIA_LARGO_PLAZO,MANTENIMIENTO_GRATUITO,FIN_GARANTIA,BASE_DATE,EN_GARANTIA,COSTE_VENTA_NO_IMPUESTOS,GENERO,CODIGO_POSTAL,Edad,RENTA_MEDIA_ESTIMADA,ENCUESTA_CLIENTE_ZONA_TALLER,STATUS_SOCIAL,Modelo,TIPO_CARROCERIA,Fuel,TRANSMISION_ID,Equipamiento,Kw,Revisiones,Km_medio_por_revision,km_ultima_revision,QUEJA,Lead_compra,Lead_compra_1,TIENDA_DESC,PROV_DESC,ZONA,Origen,Margen_eur_bruto,Margen_eur
SYN003977,27/03/2024,PA200026,107581,29446,Particular,Financiera Marca,"SI, Financiera",NO,0,26/03/2028,31/12/2023,SI,1482,F,CP8911,52,26979,14,G,I,TIPO7,ELÉCTRICO,A,High,106,0,0,0,,0,0,BARCELONA SUR,BARCELONA,ESTE,Internet,10002.81,5944.57
SYN003978,05/02/2024,PA200099,104255,25316,No Particular,Otros,"SI, Financiera",NO,0,04/02/2028,31/12/2023,SI,1664,M,CP36940,38,24590,89,I,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,,0,0,BARCELONA SUR,BARCELONA,ESTE,Tienda,6599.88,2685.92
SYN003979,24/01/2024,PA200006,107935,13693,No Particular,Contado,NO,NO,0,23/01/2028,31/12/2023,SI,1118,F,CP12598,45,24877,143,C,A,TIPO1,HÍBRIDO,M,Mid-High,48,0,0,0,,0,0,VALENCIA,VALENCIA,ESTE,Internet,3028.89,579.14
SYN003980,18/02/2024,PA200074,106921,11004,No Particular,Contado,NO,NO,0,17/02/2028,31/12/2023,SI,300,F,CP30510,78,0,0,,A,TIPO1,HÍBRIDO,M,Low,53,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,2434.08,1014.77
SYN003981,12/01/2024,PA200091,104699,21553,Particular,Otros,SI,NO,0,11/01/2028,31/12/2023,SI,282,M,CP8392,52,0,0,,D,TIPO6,HÍBRIDO,M,Low,104,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Tienda,5618.87,-21.19
SYN003982,19/03/2024,PA200100,91231,12210,Particular,Financiera Marca,SI,SI,0,18/03/2028,31/12/2023,SI,523,M,CP29004,53,33859,113,E,A,TIPO1,HÍBRIDO,M,Low,53,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,2700.85,963.26
SYN003983,09/03/2024,PA200034,105285,22810,Particular,Contado,SI,NO,0,08/03/2028,31/12/2023,SI,0,F,CP46182,29,36925,134,A,D,TIPO1,ELÉCTRICO,A,Low,104,0,0,0,,1,1,MADRID ESTE,MADRID,CENTRO,Internet,5946.57,290.6
SYN003984,31/03/2024,PA200096,107772,20295,Particular,Contado,NO,NO,0,30/03/2028,31/12/2023,SI,0,M,CP8940,51,29815,9,D,D,TIPO1,HÍBRIDO,M,Low,85,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,5290.91,230.99
SYN003985,10/03/2024,PA200002,41406,21020,Particular,Otros,NO,NO,0,09/03/2028,31/12/2023,SI,776,M,CP28915,40,24584,125,E,B,TIPO6,HÍBRIDO,M,High,77,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Internet,5479.91,2793.33
SYN003986,28/02/2024,PA200079,318,17550,Particular,Prestamo Bancario,NO,SI,0,27/02/2028,31/12/2023,SI,1100,F,CP30009,26,20946,64,B,B,TIPO1,HÍBRIDO,M,Mid-High,74,0,0,0,,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,4575.28,1838.84
SYN003987,04/01/2024,PA200004,102454,11475,Particular,Contado,NO,NO,0,03/01/2028,31/12/2023,SI,867,M,CP8320,40,27369,16,B,A,TIPO1,HÍBRIDO,M,Low,53,0,0,0,,0,0,MALAGA,MALAGA,SUR,Internet,2538.27,514.74
SYN003988,11/01/2024,PA200082,103872,30262,Particular,Contado,SI,NO,0,10/01/2028,31/12/2023,SI,0,M,CP7008,60,25536,87,C,J,TIPO7,HÍBRIDO,M,Mid-High,123,0,0,0,,0,0,VALENCIA,VALENCIA,ESTE,Internet,1195.35,-6226.75
SYN003989,05/01/2024,PA200099,100240,36771,Particular,Otros,NO,NO,0,04/01/2028,31/12/2023,SI,1094,M,CP38670,34,0,0,,I,TIPO7,ELÉCTRICO,A,Mid,124,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Internet,12491.11,8242.2
SYN003990,17/01/2024,PA200056,101251,17512,Particular,Contado,NO,NO,0,16/01/2028,31/12/2023,SI,746,M,CP39660,36,25750,97,H,B,TIPO1,HÍBRIDO,M,Mid-High,74,0,0,0,,0,0,SEVILLA,SEVILLA,SUR,Tienda,4565.38,2185.93
SYN003991,17/03/2024,PA200013,102608,25514,Particular,Otros,NO,NO,0,16/03/2028,31/12/2023,SI,994,M,CP37003,44,0,0,,I,TIPO7,HÍBRIDO,M,High,117,0,0,0,,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,8667.11,5407.5
SYN003992,30/03/2024,PA200002,66497,14273,Particular,Financiera Marca,"SI, Financiera",SI,0,29/03/2028,31/12/2023,SI,2131,M,CP17184,46,26075,18,H,A,TIPO1,HÍBRIDO,M,Mid,53,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,3157.19,-351.38
SYN003993,15/02/2024,PA200006,37362,23545,Particular,Contado,SI,NO,0,14/02/2028,31/12/2023,SI,2211,M,CP11500,50,29288,0,U,C,TIPO4,HÍBRIDO,M,Mid,81,0,0,0,,1,1,BILBAO,BILBAO,NORTE,Internet,6138.18,-1902.98
SYN003994,24/02/2024,PA200025,105775,21531,Particular,Prestamo Bancario,NO,SI,0,23/02/2028,31/12/2023,SI,829,M,CP3680,59,24421,78,D,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,5613.13,2833.18
SYN003995,19/03/2024,PA200018,100075,25147,Particular,Financiera Marca,NO,NO,4,18/03/2028,31/12/2023,SI,1399,M,CP48287,43,0,0,,I,TIPO7,HÍBRIDO,M,High,117,0,0,0,,0,0,BARCELONA SUR,BARCELONA,ESTE,Internet,8542.44,4906.82
SYN003996,07/02/2024,PA200024,104092,26871,No Particular,Financiera Marca,"SI, Financiera",NO,0,06/02/2028,31/12/2023,SI,2204,M,CP30007,46,24679,0,H,D,TIPO6,HÍBRIDO,M,Mid-High,103,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Tienda,7005.27,-1817.16
SYN003997,02/02/2024,PA200056,57514,21553,Particular,Otros,NO,NO,0,01/02/2028,31/12/2023,SI,0,M,CP15960,28,0,0,,D,TIPO6,HÍBRIDO,M,Low,104,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Internet,5618.87,260.81
SYN003998,01/02/2024,PA200092,103491,12856,Particular,Contado,NO,NO,0,31/01/2028,31/12/2023,SI,670,M,CP8820,30,25051,86,E,A,TIPO1,HÍBRIDO,M,Mid-High,61,0,0,0,,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,2843.75,908.12
SYN003999,26/03/2024,PA200006,100085,27003,Particular,Contado,NO,NO,0,25/03/2028,31/12/2023,SI,1034,M,CP29004,42,33793,117,E,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,,1,1,MALAGA,MALAGA,SUR,Internet,9172.92,5755.68
SYN004000,23/03/2024,PA200074,103029,36634,Particular,Contado,SI,NO,0,22/03/2028,31/12/2023,SI,994,M,CP20800,34,31276,134,G,I,TIPO7,ELÉCTRICO,A,Mid,124,0,0,0,,1,1,BARCELONA SUR,BARCELONA,ESTE,Internet,12444.57,8306.48
SYN004001,22/01/2024,PA200096,101182,34808,Particular,Contado,NO,SI,0,21/01/2028,31/12/2023,SI,0,M,CP25001,33,28050,84,D,J,TIPO7,HÍBRIDO,M,Mid,123,0,0,0,,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,1374.92,-7124.58
SYN004002,05/01/2024,PA200004,101100,20841,Particular,Contado,NO,NO,0,04/01/2028,31/12/2023,SI,1263,M,CP20014,55,27262,97,G,B,TIPO1,HÍBRIDO,M,Low,77,0,0,0,,1,1,BILBAO,BILBAO,NORTE,Internet,5433.25,2273.81
SYN004003,10/01/2024,PA200026,106543,28667,Particular,Contado,NO,NO,0,09/01/2028,31/12/2023,SI,1034,M,CP5512,27,20558,144,K,I,TIPO7,HÍBRIDO,M,High,106,0,0,0,,0,0,BILBAO,BILBAO,NORTE,Internet,9738.18,6189.49
SYN004004,04/03/2024,PA200037,103773,19614,Particular,Contado,NO,NO,0,03/03/2028,31/12/2023,SI,951,M,CP6010,41,37256,98,A,B,TIPO1,HÍBRIDO,M,Mid-High,85,0,0,0,,1,1,MADRID NORTE,MADRID,CENTRO,Internet,5113.37,2362.86
SYN004005,09/01/2024,PA200025,105396,19566,Particular,Financiera Marca,NO,NO,0,08/01/2028,31/12/2023,SI,3115,M,CP8014,30,26861,95,B,B,TIPO6,HÍBRIDO,M,Mid,81,0,0,0,,0,0,VALENCIA,VALENCIA,ESTE,Tienda,5100.86,190.14
SYN004006,29/03/2024,PA200051,103494,24004,Particular,Contado,SI,NO,0,28/03/2028,31/12/2023,SI,0,M,CP28295,49,22130,99,K,D,TIPO1,HÍBRIDO,M,Low,99,0,0,0,,0,0,BARCELONA NORTE,BARCELONA,ESTE,Tienda,6257.84,318.89
SYN004007,24/01/2024,PA200014,102173,22317,Particular,Otros,NO,NO,0,23/01/2028,31/12/2023,SI,716,M,CP43747,41,0,0,,H,TIPO7,ELÉCTRICO,A,Mid,85,0,0,0,,1,1,MADRID NORTE,MADRID,CENTRO,Internet,7404.78,1149.65
SYN004008,21/03/2024,PA200018,107695,12210,No Particular,Otros,NO,NO,0,20/03/2028,31/12/2023,SI,1378,M,CP3201,25,27239,93,B,A,TIPO1,HÍBRIDO,M,Low,53,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Internet,2700.85,108.26
SYN004009,01/03/2024,PA200044,102119,20982,Particular,Contado,NO,NO,0,29/02/2028,31/12/2023,SI,1990,M,CP13327,38,18486,96,K,E,TIPO2,HÍBRIDO,M,Low,89,0,0,0,,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,6133.04,-1079.7
SYN004010,08/01/2024,PA200001,103286,22317,Particular,Financiera Marca,NO,NO,4,07/01/2028,31/12/2023,SI,1031,M,CP8120,39,0,0,,H,TIPO7,ELÉCTRICO,A,Mid,85,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,7404.78,834.65
SYN004011,13/01/2024,PA200074,103826,24411,Particular,Contado,NO,NO,0,12/01/2028,31/12/2023,SI,3181,F,CP27373,45,16352,256,K,D,TIPO8,HÍBRIDO,M,Low,101,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Internet,6363.95,-2852.46
SYN004012,30/01/2024,PA200076,102468,22940,No Particular,Contado,"SI, Financiera",NO,0,29/01/2028,31/12/2023,SI,1788,M,CP45710,38,0,0,,B,TIPO1,HÍBRIDO,M,Mid-High,106,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,5980.46,2130.2
SYN004013,02/03/2024,PA200010,105791,30136,Particular,Contado,NO,SI,0,01/03/2028,31/12/2023,SI,0,M,CP25280,36,25898,96,H,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,,1,1,MADRID NORTE,MADRID,CENTRO,Internet,10237.2,7606.46
SYN004014,25/01/2024,PA200011,104721,32578,Particular,Contado,SI,NO,0,24/01/2028,31/12/2023,SI,1392,M,CP9400,33,17445,0,U,D,TIPO6,ELÉCTRICO,A,Mid,136,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Internet,8493.08,-869.9
SYN004015,12/02/2024,PA200087,108143,28453,Particular,Otros,NO,NO,0,11/02/2028,31/12/2023,SI,1034,M,CP16630,37,20867,84,I,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,9665.48,6133.7
SYN004016,11/02/2024,PA200024,108307,19994,Particular,Financiera Marca,"SI, Financiera",NO,0,10/02/2028,31/12/2023,SI,1288,M,CP41012,56,34557,128,A,B,TIPO1,HÍBRIDO,M,Mid-High,85,0,0,0,,0,0,BARCELONA SUR,BARCELONA,ESTE,Internet,5212.44,2094.91
SYN004017,30/01/2024,PA200033,107279,23707,Particular,Prestamo Bancario,NO,NO,0,29/01/2028,31/12/2023,SI,2744,M,CP19200,63,28752,9,D,C,TIPO4,HÍBRIDO,M,Mid,81,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Internet,6180.41,-2432.14
SYN004018,08/03/2024,PA200097,104679,11237,Particular,Otros,NO,NO,0,07/03/2028,31/12/2023,SI,970,M,CP8030,46,28627,116,E,A,TIPO1,HÍBRIDO,M,Low,53,0,0,0,,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,2485.62,377.9
SYN004019,20/01/2024,PA200037,101241,22948,Particular,Financiera Marca,"SI, Financiera",NO,4,19/01/2028,31/12/2023,SI,2194,M,CP1010,34,30050,95,D,I,TIPO7,HÍBRIDO,M,Mid-High,117,0,0,0,,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,7795.44,3538.54
SYN004020,15/02/2024,PA200082,108446,35404,Particular,Financiera Marca,"SI, Financiera",NO,0,14/02/2028,31/12/2023,SI,1584,M,CP28045,47,24745,93,B,I,TIPO7,ELÉCTRICO,A,Mid,124,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,12026.74,7395.82
SYN004021,09/03/2024,PA200056,99572,19246,No Particular,Contado,SI,SI,0,08/03/2028,31/12/2023,SI,2060,F,CP36211,33,28496,16,C,B,TIPO1,HÍBRIDO,M,Low,74,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Internet,5017.43,1187.0
SYN004022,31/03/2024,PA200013,101403,17809,Particular,Contado,NO,NO,0,30/03/2028,31/12/2023,SI,864,F,CP28980,42,27879,88,D,A,TIPO1,HÍBRIDO,M,Mid,74,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Internet,3939.35,1418.44
SYN004023,09/03/2024,PA200072,101700,29240,Particular,Otros,NO,SI,0,08/03/2028,31/12/2023,SI,994,M,CP1003,40,24481,18,B,I,TIPO7,ELÉCTRICO,A,Mid-High,106,0,0,0,,0,0,MALAGA,MALAGA,SUR,Internet,9932.83,6378.87
SYN004024,03/02/2024,PA200091,80423,19552,Particular,Contado,SI,NO,0,02/02/2028,31/12/2023,SI,1710,M,CP15701,49,0,0,,B,TIPO6,HÍBRIDO,M,Low,77,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Internet,5097.21,1592.6
SYN004025,03/01/2024,PA200084,103402,17550,Particular,Contado,NO,NO,0,02/01/2028,31/12/2023,SI,2224,F,CP28933,26,0,0,,B,TIPO1,HÍBRIDO,M,Mid-High,74,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,4575.28,714.83
SYN004026,29/01/2024,PA200060,103910,15113,No Particular,Contado,NO,NO,0,28/01/2028,31/12/2023,SI,1134,M,CP15863,29,0,77,K,A,TIPO1,HÍBRIDO,M,Mid,73,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Internet,3343.0,765.07
SYN004027,31/03/2024,PA200061,104549,27379,Particular,Contado,NO,NO,0,30/03/2028,31/12/2023,SI,1034,M,CP25001,55,26796,14,B,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,9300.65,5853.71
SYN004028,25/01/2024,PA200052,103244,18719,Particular,Contado,NO,NO,0,24/01/2028,31/12/2023,SI,1036,M,CP28400,56,30281,1,C,B,TIPO1,HÍBRIDO,M,Low,78,0,0,0,,0,0,BILBAO,BILBAO,NORTE,Tienda,4880.04,2115.24
SYN004029,29/02/2024,PA200072,104590,25514,Particular,Contado,NO,NO,0,28/02/2028,31/12/2023,SI,994,F,CP35430,43,22912,0,,I,TIPO7,HÍBRIDO,M,High,117,0,0,0,,0,0,LA CORUÑA,LA CORUÑA,NORTE,Internet,8667.11,5407.5
SYN004030,18/02/2024,PA200076,102708,28453,Particular,Otros,SI,NO,0,17/02/2028,31/12/2023,SI,1034,M,CP8319,38,32091,153,C,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,,0,0,BARCELONA NORTE,BARCELONA,ESTE,Tienda,9665.48,6133.7
SYN004031,31/03/2024,PA200043,103502,30330,Particular,Contado,NO,NO,0,30/03/2028,31/12/2023,SI,1034,F,CP46160,52,0,0,,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Tienda,10303.1,6623.03
SYN004032,18/02/2024,PA200087,100768,25514,Particular,Financiera Marca,NO,NO,4,17/02/2028,31/12/2023,SI,1399,M,CP12600,39,0,0,,I,TIPO7,HÍBRIDO,M,High,117,0,0,0,,0,0,SEVILLA,SEVILLA,SUR,Internet,8667.11,5002.5
SYN004033,06/01/2024,PA200072,101619,25316,Particular,Financiera Marca,"SI, Financiera",NO,0,05/01/2028,31/12/2023,SI,1753,F,CP4009,34,24457,11,H,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,,0,0,MALAGA,MALAGA,SUR,Internet,6599.88,2596.92
SYN004034,13/03/2024,PA200079,81977,19564,No Particular,Financiera Marca,NO,NO,0,12/03/2028,31/12/2023,SI,900,F,CP8860,46,29723,128,C,C,TIPO4,HÍBRIDO,M,Low,81,0,0,0,,1,1,MADRID ESTE,MADRID,CENTRO,Internet,5100.33,-686.33
SYN004035,23/03/2024,PA200009,23064,11004,No Particular,Otros,NO,NO,0,22/03/2028,31/12/2023,SI,300,F,CP47008,36,37712,0,,A,TIPO1,HÍBRIDO,M,Low,53,0,0,0,,0,0,MADRID NORTE,MADRID,CENTRO,Internet,2434.08,1014.77
SYN004036,14/03/2024,PA200062,105343,19099,Particular,Contado,SI,NO,0,13/03/2028,31/12/2023,SI,415,M,CP41003,32,28308,112,C,B,TIPO1,HÍBRIDO,M,Low,77,0,0,0,,0,0,MADRID NORTE,MADRID,CENTRO,Internet,4979.11,2805.29
SYN004037,23/02/2024,PA200087,107174,23798,Particular,Otros,NO,SI,0,22/02/2028,31/12/2023,SI,994,M,CP28039,54,27871,14,B,I,TIPO7,HÍBRIDO,M,Mid-High,117,0,0,0,,0,0,VALENCIA,VALENCIA,ESTE,Tienda,8084.18,4960.14
SYN004038,08/03/2024,PA200059,104538,28453,Particular,Financiera Marca,"SI, Financiera",NO,0,07/03/2028,31/12/2023,SI,1521,M,CP9007,52,27494,162,E,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Internet,9665.48,5646.7
SYN004039,11/03/2024,PA200038,103953,30330,Particular,Contado,SI,NO,0,10/03/2028,31/12/2023,SI,1034,F,CP3578,56,18564,96,K,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,,0,0,MADRID ESTE,MADRID,CENTRO,Internet,10303.1,6623.03
SYN004040,10/01/2024,PA200019,100502,22793,Particular,Otros,SI,NO,0,09/01/2028,31/12/2023,SI,915,M,CP36004,45,27314,91,B,B,TIPO1,ELÉCTRICO,A,Mid,85,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Internet,5942.14,2976.49
SYN004041,15/03/2024,PA200011,104685,26838,Particular,Otros,NO,NO,0,14/03/2028,31/12/2023,SI,1034,M,CP40450,39,23357,13,H,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,,0,0,BILBAO,BILBAO,NORTE,Tienda,9116.87,5712.67
SYN004042,03/01/2024,PA200059,106293,22043,Particular,Otros,NO,SI,0,02/01/2028,31/12/2023,SI,2744,M,CP9004,49,0,0,,C,TIPO4,HÍBRIDO,M,Mid,106,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Internet,5746.61,-2471.58
SYN004043,14/03/2024,PA200062,104286,25514,Particular,Financiera Marca,"SI, Financiera",NO,0,13/03/2028,31/12/2023,SI,1482,M,CP46023,48,33500,133,D,I,TIPO7,HÍBRIDO,M,High,117,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Internet,8667.11,4919.5
SYN004044,27/02/2024,PA200006,104414,26624,No Particular,Contado,"SI, Financiera",NO,0,26/02/2028,31/12/2023,SI,1334,F,CP28260,31,36939,115,A,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,,0,0,MALAGA,MALAGA,SUR,Internet,9044.17,5356.88
SYN004045,04/02/2024,PA200034,106978,25993,Particular,Contado,SI,NO,0,03/02/2028,31/12/2023,SI,1432,M,CP36205,38,29011,97,C,B,TIPO1,ELÉCTRICO,A,Mid,106,0,0,0,,0,0,BARCELONA NORTE,BARCELONA,ESTE,Tienda,6776.38,3040.93
SYN004046,28/02/2024,PA200094,107519,16958,Particular,Contado,NO,NO,0,27/02/2028,31/12/2023,SI,398,M,CP33920,51,30996,0,,B,TIPO1,HÍBRIDO,M,Low,74,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Tienda,4420.95,2433.27
SYN004047,04/02/2024,PA200072,107963,19733,Particular,Financiera Marca,NO,NO,4,03/02/2028,31/12/2023,SI,1736,M,CP12200,51,0,0,,B,TIPO1,HÍBRIDO,M,Mid-High,85,0,0,0,,0,0,LA CORUÑA,LA CORUÑA,NORTE,Internet,5144.39,1599.49
SYN004048,15/02/2024,PA200023,104798,12520,No Particular,Contado,NO,NO,0,14/02/2028,31/12/2023,SI,1216,F,CP38520,34,25009,56,I,A,TIPO1,HÍBRIDO,M,Mid-High,53,0,0,0,,1,1,BARCELONA NORTE,BARCELONA,ESTE,Internet,2769.42,314.34
SYN004049,19/03/2024,PA200027,104332,23635,Particular,Financiera Marca,"SI, Financiera",NO,4,18/03/2028,31/12/2023,SI,744,F,CP28007,28,0,0,,H,TIPO7,HÍBRIDO,M,Mid,74,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Internet,7842.09,1246.6
SYN004050,08/02/2024,PA200067,100406,14672,Particular,Contado,SI,NO,0,07/02/2028,31/12/2023,SI,0,M,CP46970,28,29903,118,G,A,TIPO1,HÍBRIDO,M,Mid,73,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,3245.45,1836.36
SYN004051,29/01/2024,PA200043,39560,30330,Particular,Contado,NO,NO,0,28/01/2028,31/12/2023,SI,1034,M,CP28340,29,0,0,,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,10303.1,6623.03
SYN004052,12/01/2024,PA200081,102548,21672,Particular,Prestamo Bancario,NO,NO,0,11/01/2028,31/12/2023,SI,3201,M,CP28814,23,30072,93,D,D,TIPO1,HÍBRIDO,M,Mid,85,0,0,0,,0,0,VALENCIA,VALENCIA,ESTE,Internet,5649.89,-2937.37
SYN004053,06/03/2024,PA200025,106583,20671,Particular,Financiera Marca,NO,NO,4,05/03/2028,31/12/2023,SI,1031,M,CP8800,46,0,0,,H,TIPO7,HÍBRIDO,M,Mid,85,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Tienda,6858.64,678.61
SYN004054,18/03/2024,PA200049,100363,21513,Particular,Prestamo Bancario,NO,NO,0,17/03/2028,31/12/2023,SI,746,M,CP11405,47,24589,0,,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,5608.44,2912.91
SYN004055,06/03/2024,PA200023,106405,25316,Particular,Otros,NO,NO,0,05/03/2028,31/12/2023,SI,1564,M,CP28002,53,34263,157,E,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,,0,0,SEVILLA,SEVILLA,SUR,Tienda,6599.88,2785.92
SYN004056,02/03/2024,PA200028,105676,25514,Particular,Contado,NO,NO,0,01/03/2028,31/12/2023,SI,994,M,CP3700,47,29764,122,F,I,TIPO7,HÍBRIDO,M,High,117,0,0,0,,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Internet,8667.11,5407.5
SYN004057,22/03/2024,PA200028,100687,30330,Particular,Financiera Marca,NO,NO,4,21/03/2028,31/12/2023,SI,1439,M,CP20305,46,0,0,,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,10303.1,6218.03
SYN004058,07/02/2024,PA200080,72394,19472,Particular,Contado,NO,NO,0,06/02/2028,31/12/2023,SI,2232,M,CP7008,41,26017,88,G,B,TIPO1,HÍBRIDO,M,Mid,81,0,0,0,,0,0,SEVILLA,SEVILLA,SUR,Internet,5076.35,1056.06
SYN004059,11/02/2024,PA200006,105207,18854,Particular,Financiera Marca,"SI, Financiera",NO,0,10/02/2028,31/12/2023,SI,1339,M,CP4820,35,20624,12,D,B,TIPO1,HÍBRIDO,M,Mid-High,71,0,0,0,,0,0,VALENCIA,VALENCIA,ESTE,Tienda,4915.24,1836.77
SYN004060,05/01/2024,PA200051,102683,13713,Particular,Contado,NO,SI,0,04/01/2028,31/12/2023,SI,497,F,CP33013,40,32757,158,C,A,TIPO1,HÍBRIDO,M,Mid-High,61,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Internet,3033.32,1202.99
SYN004061,06/02/2024,PA200058,101278,16225,Particular,Contado,NO,NO,0,05/02/2028,31/12/2023,SI,1993,M,CP20018,55,0,0,,B,TIPO1,HÍBRIDO,M,Low,74,0,0,0,,0,0,LA CORUÑA,LA CORUÑA,NORTE,Tienda,4229.86,705.08
SYN004062,11/01/2024,PA200017,106590,28667,Particular,Financiera Marca,"SI, Financiera",NO,0,10/01/2028,31/12/2023,SI,1521,M,CP28805,28,23511,82,E,I,TIPO7,HÍBRIDO,M,High,106,0,0,0,,0,0,MADRID SUR,MADRID,CENTRO,Tienda,9738.18,5702.49
SYN004063,27/03/2024,PA200057,103466,19976,Particular,Otros,SI,NO,0,26/03/2028,31/12/2023,SI,0,F,CP38205,53,24907,77,I,C,TIPO4,HÍBRIDO,M,Low,81,0,0,0,,1,1,MADRID ESTE,MADRID,CENTRO,Internet,5207.74,223.43
SYN004064,21/03/2024,PA200052,101662,25308,Particular,Otros,SI,NO,0,20/03/2028,31/12/2023,SI,994,M,CP29210,57,16381,84,J,I,TIPO7,HÍBRIDO,M,Mid-High,117,0,0,0,,0,0,MADRID NORTE,MADRID,CENTRO,Internet,8597.13,5353.8
SYN004065,03/01/2024,PA200049,103129,27379,Particular,Contado,NO,NO,0,02/01/2028,31/12/2023,SI,1034,M,CP35340,40,21332,61,I,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,,0,0,LA CORUÑA,LA CORUÑA,NORTE,Internet,9300.65,5853.71
SYN004066,10/02/2024,PA200068,104733,21393,Particular,Contado,NO,NO,0,09/02/2028,31/12/2023,SI,1562,F,CP13005,45,27974,86,B,D,TIPO1,HÍBRIDO,M,Low,85,0,0,0,,1,1,BARCELONA NORTE,BARCELONA,ESTE,Internet,5577.16,-1304.99
SYN004067,16/02/2024,PA200068,107968,36634,Particular,Contado,SI,NO,0,15/02/2028,31/12/2023,SI,994,F,CP46530,53,0,48,H,I,TIPO7,ELÉCTRICO,A,Mid,124,0,0,0,,0,0,BARCELONA SUR,BARCELONA,ESTE,Tienda,12444.57,8306.48
