CODE,Id_Producto,Modelo,TIPO_CARROCERIA,Fuel,TRANSMISION_ID,Equipamiento,Kw,EXTENSION_GARANTIA,EN_GARANTIA,MANTENIMIENTO_GRATUITO
ID19294,PC100208,C,TIPO4,HÍBRIDO,M,Mid,101,SI,NO,0
ID19487,PC100208,C,TIPO4,HÍBRIDO,M,Mid,101,NO,SI,0
ID19546,PC100208,C,TIPO4,HÍBRIDO,M,Mid,101,SI,SI,0
ID19551,PC100208,C,TIPO4,HÍBRIDO,M,Mid,101,NO,NO,0
ID19557,PC100208,C,TIPO4,HÍBRIDO,M,Mid,101,NO,SI,0
ID18207,PC100208,C,TIPO4,HÍBRIDO,M,Mid,101,NO,NO,0
ID18218,PC100208,C,TIPO4,HÍBRIDO,M,Mid,101,NO,SI,0
ID18232,PC100208,C,TIPO4,HÍBRIDO,M,Mid,101,SI,NO,0
ID18250,PC100208,C,TIPO4,HÍBRIDO,M,Mid,101,NO,SI,0
ID19585,PC100208,C,TIPO4,HÍBRIDO,M,Mid,101,NO,NO,0
ID19660,PC100208,C,TIPO4,HÍBRIDO,M,Mid,101,NO,NO,0
ID29450,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,"SI, Financiera",SI,0
ID29497,PH100371,H,TIPO7,HÍBRIDO,M,Mid,74,"SI, Financiera",SI,0
ID5409,PB100091,B,TIPO1,HÍBRIDO,M,Mid,184,SI,SI,0
ID18245,PC100208,C,TIPO4,HÍBRIDO,M,Mid,101,NO,NO,0
ID19446,PC100208,C,TIPO4,HÍBRIDO,M,Mid,101,NO,SI,0
ID18211,PC100208,C,TIPO4,HÍBRIDO,M,Mid,101,SI,SI,0
ID24609,PA100033,A,TIPO1,HÍBRIDO,M,Mid-High,61,NO,SI,0
ID24951,PA100033,A,TIPO1,HÍBRIDO,M,Mid-High,61,NO,SI,0
ID24924,PA100033,A,TIPO1,HÍBRIDO,M,Mid-High,61,NO,NO,0
ID23850,PA100021,A,TIPO1,HÍBRIDO,M,Mid,73,NO,SI,0
ID15070,PB100079,B,TIPO1,HÍBRIDO,M,High,85,"SI, Financiera",SI,0
ID10785,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,SI,0
ID10784,PB100070,B,TIPO1,HÍBRIDO,M,High,74,NO,NO,0
ID9144,PB100104,B,TIPO1,HÍBRIDO,M,Low,77,SI,NO,0
ID9145,PB100104,B,TIPO1,HÍBRIDO,M,Low,77,SI,NO,0
ID11407,PB100134,B,TIPO6,ELÉCTRICO,A,Mid,106,SI,SI,0
ID11373,PB100174,B,TIPO6,HÍBRIDO,M,Mid,106,NO,SI,0
ID4100,PB100172,B,TIPO6,HÍBRIDO,M,Mid,101,SI,SI,0
ID27440,PA100026,A,TIPO1,HÍBRIDO,M,Mid,53,"SI, Financiera",NO,0
ID11446,PB100154,B,TIPO6,HÍBRIDO,M,Mid-High,107,SI,SI,0
ID22067,PA100014,A,TIPO1,HÍBRIDO,M,Mid,64,NO,NO,0
ID2648,PB100078,B,TIPO1,HÍBRIDO,M,Mid-High,85,"SI, Financiera",SI,0
ID2664,PB100078,B,TIPO1,HÍBRIDO,M,Mid-High,85,"SI, Financiera",SI,0
ID2682,PB100078,B,TIPO1,HÍBRIDO,M,Mid-High,85,"SI, Financiera",SI,0
ID48273,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,NO,4
ID48415,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,NO,4
ID48482,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,NO,4
ID48491,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,NO,4
ID48716,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID48788,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID49164,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID49253,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID49741,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,SI,SI,4
ID49952,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,NO,4
ID49976,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,SI,SI,4
ID50032,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID50117,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID50189,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID50221,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID50222,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,SI,NO,4
ID50280,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID50293,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID50411,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID50597,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID50657,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID50713,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID50800,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID50849,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,NO,4
ID50956,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,SI,SI,4
ID50983,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,NO,4
ID50985,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID50998,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID51000,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID51049,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,SI,SI,4
ID51059,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID47448,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID48071,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID48236,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID48314,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID48940,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID49257,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID49499,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,SI,SI,4
ID49902,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID49911,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID49962,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,NO,4
ID50142,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID50243,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID50262,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID50273,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,NO,4
ID50296,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID50545,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID50789,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,NO,4
ID50838,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID51015,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,SI,4
ID51078,PI100398,I,TIPO7,HÍBRIDO,M,Mid-High,106,NO,NO,4
ID48083,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID48262,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID48660,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID48668,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID48734,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49106,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49203,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49242,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49350,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID49472,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49548,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49586,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49588,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49589,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49590,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49610,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49617,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49661,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49662,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,NO,4
ID49676,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID49781,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49782,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49790,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49823,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49825,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49851,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49894,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49910,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49912,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49920,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49948,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49964,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49990,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49992,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50008,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID50009,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50011,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50026,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50028,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50039,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID50045,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50086,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50106,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50110,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50125,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50134,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50135,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50164,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID50174,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50179,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50182,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50208,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50220,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50240,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50260,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50274,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50335,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50339,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50340,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50367,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID50374,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50383,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50390,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50397,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50401,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50511,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50524,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50581,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50623,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50647,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50702,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50734,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50736,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50744,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50765,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50767,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50774,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50802,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50820,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50821,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50848,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50861,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50883,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50886,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50888,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50932,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50935,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50964,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID51016,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID51051,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID47526,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID47727,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID47832,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID48144,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID48154,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID48162,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID48344,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID48388,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID48585,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID48602,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID48604,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID48729,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID48775,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID48847,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID48870,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID48888,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,NO,4
ID48991,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49006,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49062,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49074,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49140,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49194,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49197,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49209,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID49243,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49244,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,NO,4
ID49252,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49304,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49320,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49387,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49403,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,NO,4
ID49410,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49427,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49430,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49434,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49482,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49505,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49536,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49539,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49566,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49567,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49587,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49604,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49630,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID49643,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49645,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49650,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49653,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49660,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49670,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49687,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49719,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49726,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49742,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49743,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49746,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,NO,4
ID49748,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49762,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49764,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49765,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49789,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49794,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49798,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49805,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID49807,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49811,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49812,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49815,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49819,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49821,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49831,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49833,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49839,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49841,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49842,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49846,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49848,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49849,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49850,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49852,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49853,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49855,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,NO,4
ID49859,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49881,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,NO,4
ID49938,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID49939,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID49949,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50001,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50017,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50042,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50048,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50049,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID50064,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50065,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50067,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50069,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50080,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50082,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID50084,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50087,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50092,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50095,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50099,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50102,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50111,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID50113,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50122,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50126,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50127,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID50128,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID50132,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID50133,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50136,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID50138,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50144,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50152,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50153,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50154,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50156,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50169,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50171,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50176,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50178,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50180,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50181,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50185,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50199,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50201,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50202,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50207,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50210,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50211,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50212,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50213,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50219,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50223,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50224,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50226,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50228,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50229,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50231,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50234,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50237,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50246,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50250,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50254,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50265,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50266,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50267,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50268,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50271,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,NO,4
ID50272,PI100401,I,TIPO7,HÍBRIDO,M,High,106,SI,SI,4
ID50283,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50288,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
ID50290,PI100401,I,TIPO7,HÍBRIDO,M,High,106,NO,SI,4
