CODE,Customer_ID,Revisiones,Km_medio_por_revision,km_ultima_revision,DAYS_LAST_SERVICE,QUEJA,Churn_400,Churn_bin,FLAG_SIN_REVISION
ID28559,58579,0,0,0,,,N,0,1
ID29266,75676,0,0,0,,,N,0,1
ID29334,1946,0,0,0,,,N,0,1
ID29372,15287,0,0,0,,,N,0,1
ID29375,21739,0,0,0,,,N,0,1
ID52660,26745,1,42305,42305,59.0,,N,0,0
ID43638,47618,2,53087,106174,356.0,SI,N,0,0
ID20553,174,1,38909,38909,36.0,NO,N,0,0
ID20552,45922,0,0,0,,NO,N,0,1
ID20554,94257,2,44526,89052,119.0,NO,N,0,0
ID8015,19368,2,23071,46142,85.0,SI,N,0,0
ID9565,26210,0,0,0,,,N,0,1
ID9601,93535,0,0,0,,NO,N,0,1
ID29468,42190,1,20346,20346,182.0,NO,N,0,0
ID29592,76499,3,51296,153888,263.0,,N,0,0
ID29621,76154,0,0,0,,,N,0,1
ID29627,3387,0,0,0,,,N,0,1
ID29444,28552,2,22483,44966,95.0,NO,N,0,0
ID29451,42288,0,0,0,,,N,0,1
ID29457,71534,3,17076,51228,36.0,,N,0,0
ID29478,64611,1,47360,47360,16.0,,N,0,0
ID29498,53348,1,54339,54339,4.0,NO,N,0,0
ID29508,61552,0,0,0,,,N,0,1
ID29528,50452,0,0,0,,,N,0,1
ID29529,74205,2,41317,82634,137.0,,N,0,0
ID29537,40419,0,0,0,,,N,0,1
ID29546,98231,0,0,0,,NO,N,0,1
ID29551,46891,0,0,0,,NO,N,0,1
ID29554,84752,0,0,0,,,N,0,1
ID29564,2814,0,0,0,,,N,0,1
ID29565,50940,0,0,0,,,N,0,1
ID29572,5002,0,0,0,,NO,N,0,1
ID29575,31588,0,0,0,,,N,0,1
ID29583,91674,0,0,0,,,N,0,1
ID29590,52232,0,0,0,,,N,0,1
ID29599,98,2,43624,87248,45.0,,N,0,0
ID29601,75819,0,0,0,,,N,0,1
ID29615,64867,0,0,0,,NO,N,0,1
ID29622,14168,0,0,0,,NO,N,0,1
ID29631,10390,1,41606,41606,120.0,NO,N,0,0
ID29649,56170,0,0,0,,,N,0,1
ID29651,49421,0,0,0,,NO,N,0,1
ID29657,31648,0,0,0,,NO,N,0,1
ID29664,36112,2,35761,71522,117.0,,N,0,0
ID29676,46157,0,0,0,,,N,0,1
ID29678,6245,0,0,0,,NO,N,0,1
ID29682,56350,0,0,0,,,N,0,1
ID29683,57899,2,22156,44312,160.0,NO,N,0,0
ID29688,8541,0,0,0,,,N,0,1
ID29690,18239,0,0,0,,NO,N,0,1
ID29696,44731,1,40973,40973,44.0,,N,0,0
ID29721,32403,1,48810,48810,44.0,NO,N,0,0
ID29725,19898,2,35542,71084,83.0,NO,N,0,0
ID29731,68227,0,0,0,,,N,0,1
ID29740,17254,0,0,0,,,N,0,1
ID29749,84321,2,31169,62338,113.0,NO,N,0,0
ID29755,39060,1,29330,29330,7.0,NO,N,0,0
ID29776,16855,0,0,0,,NO,N,0,1
ID29791,41181,0,0,0,,,N,0,1
ID29819,94797,0,0,0,,,N,0,1
ID29821,20641,0,0,0,,,N,0,1
ID29831,38145,0,0,0,,NO,N,0,1
ID29840,8956,0,0,0,,,N,0,1
ID29842,89298,0,0,0,,NO,N,0,1
ID29625,58918,2,15756,31512,306.0,,N,0,0
ID29449,91042,0,0,0,,,N,0,1
ID29464,97000,0,0,0,,,N,0,1
ID29469,36404,1,46358,46358,170.0,,N,0,0
ID29482,67978,1,28154,28154,46.0,NO,N,0,0
ID29505,12170,1,53317,53317,14.0,,N,0,0
ID29520,81386,1,16851,16851,50.0,NO,N,0,0
ID29626,57596,2,18618,37236,13.0,,N,0,0
ID19401,59302,1,16971,16971,557.0,NO,Y,1,0
ID57457,16474,2,37030,74060,1062.0,,N,0,0
ID26223,87241,4,39756,159024,81.0,,N,0,0
ID26222,55787,4,33229,132916,82.0,,N,0,0
ID26224,1061,0,0,0,,,N,0,1
ID26335,26922,3,50164,150492,594.0,SI,Y,1,0
ID26334,82041,0,0,0,,,N,0,1
ID26319,58661,2,29735,59470,594.0,NO,Y,1,0
ID26332,71157,0,0,0,,SI,N,0,1
ID22344,40483,1,48278,48278,994.0,,Y,1,0
ID22356,77122,1,26119,26119,464.0,,Y,1,0
ID24922,16819,0,0,0,,,N,0,1
ID24935,9756,2,39164,78328,682.0,SI,Y,1,0
ID24946,36020,0,0,0,,,N,0,1
ID24957,52773,0,0,0,,,N,0,1
ID24978,6513,0,0,0,,,N,0,1
ID22320,7555,0,0,0,,,N,0,1
ID21958,75133,1,44168,44168,410.0,NO,Y,1,0
ID21964,28823,2,37028,74056,1061.0,,N,0,0
ID24729,6501,0,0,0,,,N,0,1
ID22039,48885,0,0,0,,NO,N,0,1
ID23824,31424,1,33139,33139,447.0,,Y,1,0
ID23854,2886,1,53461,53461,921.0,SI,Y,1,0
ID9062,43406,1,40368,40368,279.0,NO,N,0,0
ID9141,92762,6,34218,205308,114.0,,N,0,0
ID11269,73492,1,43987,43987,84.0,NO,N,0,0
ID11268,40127,3,46977,140931,203.0,NO,N,0,0
ID21134,37377,0,0,0,,NO,N,0,1
ID21133,85058,1,30932,30932,42.0,NO,N,0,0
ID21177,274,1,35596,35596,63.0,NO,N,0,0
ID49628,88137,0,0,0,,,N,0,1
ID50131,78134,0,0,0,,,N,0,1
ID48500,16595,0,0,0,,,N,0,1
ID48520,67966,1,32036,32036,127.0,,N,0,0
ID48772,50349,0,0,0,,,N,0,1
ID48774,46546,0,0,0,,,N,0,1
ID48916,3153,0,0,0,,SI,N,0,1
ID49835,12937,0,0,0,,,N,0,1
ID50170,58551,0,0,0,,,N,0,1
ID50887,55277,0,0,0,,,N,0,1
ID47678,96507,2,42649,85298,13.0,,N,0,0
ID48289,65531,1,23007,23007,200.0,NO,N,0,0
ID48925,57920,0,0,0,,NO,N,0,1
ID49326,68898,0,0,0,,,N,0,1
ID50187,87983,0,0,0,,,N,0,1
ID50863,97936,0,0,0,,,N,0,1
ID50893,75912,0,0,0,,,N,0,1
ID51001,90597,0,0,0,,,N,0,1
ID49015,46207,0,0,0,,,N,0,1
ID49199,70033,1,34036,34036,44.0,SI,N,0,0
ID49382,61845,0,0,0,,,N,0,1
ID49443,92055,0,0,0,,,N,0,1
ID49449,10299,2,27090,54180,79.0,,N,0,0
ID49471,35774,1,15312,15312,153.0,,N,0,0
ID49522,9486,0,0,0,,SI,N,0,1
ID50157,99588,0,0,0,,,N,0,1
ID50336,81161,0,0,0,,,N,0,1
ID50349,63714,0,0,0,,,N,0,1
ID50353,12979,0,0,0,,,N,0,1
ID50360,12885,0,0,0,,,N,0,1
ID50376,83434,0,0,0,,,N,0,1
ID50458,21660,0,0,0,,,N,0,1
ID50459,63143,0,0,0,,,N,0,1
ID50556,85826,0,0,0,,,N,0,1
ID50679,34581,0,0,0,,,N,0,1
ID12208,32872,3,37440,112320,264.0,,N,0,0
ID12210,68010,2,25533,51066,327.0,,N,0,0
ID25971,13511,1,41374,41374,996.0,,Y,1,0
ID22851,24429,1,27247,27247,645.0,,Y,1,0
ID17825,76180,1,21544,21544,1073.0,,N,0,0
ID17769,66200,4,32281,129124,215.0,NO,N,0,0
ID20366,34222,0,0,0,,NO,N,0,1
ID20347,46891,2,26118,52236,838.0,,Y,1,0
ID20350,30482,1,25380,25380,925.0,,Y,1,0
ID20342,75648,2,21552,43104,227.0,,N,0,0
ID20336,92156,1,24589,24589,52.0,,N,0,0
ID20402,47999,0,0,0,,,N,0,1
ID20428,3046,1,34924,34924,6.0,NO,N,0,0
ID18128,78572,0,0,0,,,N,0,1
ID18143,66002,0,0,0,,SI,N,0,1
ID18161,26420,0,0,0,,SI,N,0,1
ID18137,34135,2,27130,54260,954.0,,Y,1,0
ID18148,76207,0,0,0,,NO,N,0,1
ID19292,64201,2,43068,86136,765.0,NO,Y,1,0
ID19298,66613,0,0,0,,,N,0,1
ID19353,73192,0,0,0,,NO,N,0,1
ID19357,37914,0,0,0,,,N,0,1
ID19421,49765,1,32440,32440,11.0,,N,0,0
ID19147,92405,1,24527,24527,10.0,SI,N,0,0
ID19244,59346,1,27185,27185,359.0,NO,N,0,0
ID19332,75070,1,28928,28928,396.0,SI,N,0,0
ID18156,51438,1,52509,52509,725.0,SI,Y,1,0
ID19168,26067,0,0,0,,,N,0,1
ID19180,69810,3,30672,92016,104.0,,N,0,0
ID19263,53643,1,36404,36404,14.0,SI,N,0,0
ID19351,57656,1,44873,44873,800.0,,Y,1,0
ID19403,12274,3,51322,153966,42.0,,N,0,0
ID19407,23177,2,31236,62472,247.0,NO,N,0,0
ID19423,33218,1,40359,40359,758.0,NO,Y,1,0
ID19432,29178,0,0,0,,NO,N,0,1
ID19434,73219,1,45923,45923,13.0,,N,0,0
ID19452,43662,1,19322,19322,3.0,NO,N,0,0
ID19463,61481,0,0,0,,,N,0,1
ID19465,83617,1,37192,37192,1131.0,,N,0,0
ID19467,96368,1,30964,30964,961.0,SI,Y,1,0
ID19481,69757,0,0,0,,,N,0,1
ID19494,69147,1,50899,50899,81.0,NO,N,0,0
ID19496,13568,1,51553,51553,2.0,NO,N,0,0
ID19502,56532,1,31295,31295,104.0,NO,N,0,0
ID19517,98692,1,38594,38594,833.0,,Y,1,0
ID19524,43284,1,33678,33678,169.0,SI,N,0,0
ID19582,67370,0,0,0,,,N,0,1
ID19112,66307,4,23988,95952,77.0,SI,N,0,0
ID19260,25490,1,34348,34348,23.0,,N,0,0
ID19390,49932,1,31196,31196,1005.0,SI,N,0,0
ID19406,44643,1,53513,53513,332.0,NO,N,0,0
ID19431,50637,1,32937,32937,416.0,NO,Y,1,0
ID19442,38777,2,49248,98496,908.0,,Y,1,0
ID19497,23594,2,44433,88866,667.0,,Y,1,0
ID19135,53813,1,49169,49169,25.0,,N,0,0
ID19151,32428,1,28435,28435,42.0,NO,N,0,0
ID19382,64041,0,0,0,,,N,0,1
ID19185,18446,2,15874,31748,5.0,NO,N,0,0
ID19540,85516,1,26033,26033,309.0,NO,N,0,0
ID19172,27614,1,25497,25497,375.0,NO,N,0,0
ID19257,51282,1,32088,32088,1068.0,,N,0,0
ID19385,66175,1,41704,41704,60.0,NO,N,0,0
ID19392,54255,1,45363,45363,45.0,NO,N,0,0
ID19418,33467,1,49564,49564,484.0,NO,Y,1,0
ID26845,91029,2,26059,52118,563.0,,Y,1,0
ID26920,83656,1,47819,47819,888.0,,Y,1,0
ID26949,74064,1,52935,52935,89.0,,N,0,0
ID27034,54003,0,0,0,,,N,0,1
ID26630,16122,1,19897,19897,833.0,,Y,1,0
ID27006,46653,1,18725,18725,25.0,,N,0,0
ID27039,26349,3,25724,77172,97.0,,N,0,0
ID27040,93519,2,27907,55814,54.0,,N,0,0
ID27048,75644,0,0,0,,,N,0,1
ID26822,32547,0,0,0,,,N,0,1
ID26918,45814,1,21988,21988,299.0,,N,0,0
ID26978,33948,1,19104,19104,54.0,,N,0,0
ID27018,8756,2,54390,108780,88.0,,N,0,0
ID27058,62994,1,34116,34116,209.0,,N,0,0
ID26968,6946,0,0,0,,,N,0,1
ID26999,99557,1,27139,27139,204.0,,N,0,0
ID27059,90981,0,0,0,,,N,0,1
ID26998,62946,1,19023,19023,47.0,,N,0,0
ID27032,73593,1,39657,39657,219.0,,N,0,0
ID27036,18960,2,53667,107334,93.0,,N,0,0
ID27045,59522,2,51232,102464,442.0,,Y,1,0
ID27054,855,1,36522,36522,36.0,,N,0,0
ID26734,11627,1,50364,50364,956.0,,Y,1,0
ID26752,95553,2,18315,36630,48.0,,N,0,0
ID12117,58021,2,42201,84402,736.0,,Y,1,0
ID11372,31445,0,0,0,,NO,N,0,1
ID12123,2918,1,19573,19573,670.0,NO,Y,1,0
ID12152,77805,1,19790,19790,338.0,NO,N,0,0
ID12170,37443,1,48281,48281,16.0,NO,N,0,0
ID12131,70605,2,16513,33026,166.0,NO,N,0,0
ID12157,698,1,25948,25948,49.0,NO,N,0,0
ID12171,12973,4,21464,85856,50.0,,N,0,0
ID11360,50610,3,34261,102783,52.0,NO,N,0,0
ID38238,64695,3,35982,107946,213.0,,N,0,0
ID38356,80121,2,48193,96386,187.0,NO,N,0,0
ID38357,35393,1,45446,45446,101.0,NO,N,0,0
ID38358,35633,3,30337,91011,248.0,NO,N,0,0
ID38362,37956,1,46381,46381,8.0,NO,N,0,0
ID38363,91174,2,27126,54252,20.0,NO,N,0,0
ID38366,6232,1,48130,48130,30.0,NO,N,0,0
ID38367,13165,2,19936,39872,41.0,NO,N,0,0
ID11697,62785,0,0,0,,NO,N,0,1
ID11699,55023,1,21696,21696,30.0,NO,N,0,0
ID10322,10377,0,0,0,,,N,0,1
ID10342,23797,0,0,0,,,N,0,1
ID10379,79021,1,47180,47180,1113.0,,N,0,0
ID57360,75676,1,23138,23138,96.0,,N,0,0
ID8664,88975,0,0,0,,,N,0,1
ID8722,53902,1,32123,32123,53.0,NO,N,0,0
ID9211,6938,1,17128,17128,1164.0,,N,0,0
ID20481,30385,1,52812,52812,1469.0,,N,0,0
ID19778,77563,0,0,0,,,N,0,1
ID19866,53044,2,52808,105616,568.0,,Y,1,0
ID19793,83150,2,40242,80484,413.0,,Y,1,0
ID19825,32836,0,0,0,,,N,0,1
ID18490,14725,0,0,0,,SI,N,0,1
ID18378,5875,1,39354,39354,1175.0,,N,0,0
ID18381,18831,5,22966,114830,518.0,,Y,1,0
ID18383,32287,3,17723,53169,450.0,,Y,1,0
ID18433,52162,1,46108,46108,584.0,NO,Y,1,0
ID18475,93222,0,0,0,,SI,N,0,1
ID18497,82579,2,21266,42532,54.0,NO,N,0,0
ID18602,46448,1,17718,17718,211.0,NO,N,0,0
ID18620,48886,4,29765,119060,201.0,NO,N,0,0
ID19269,57010,1,19474,19474,19.0,NO,N,0,0
ID18427,3366,2,21613,43226,533.0,NO,Y,1,0
ID18456,13838,1,31553,31553,23.0,,N,0,0
ID18496,86397,2,21163,42326,865.0,,Y,1,0
ID18618,23396,4,28490,113960,153.0,,N,0,0
ID18667,44073,0,0,0,,SI,N,0,1
ID18354,92920,1,35170,35170,19.0,,N,0,0
ID18569,56916,1,29763,29763,10.0,NO,N,0,0
ID18353,31545,1,38826,38826,15.0,,N,0,0
ID18355,46693,1,23971,23971,14.0,,N,0,0
ID18517,33036,0,0,0,,SI,N,0,1
ID18526,86440,1,19408,19408,76.0,NO,N,0,0
ID18591,81102,1,48593,48593,921.0,NO,Y,1,0
ID18459,21644,1,34661,34661,427.0,NO,Y,1,0
ID18322,51878,2,51671,103342,78.0,NO,N,0,0
ID18291,48068,1,32275,32275,15.0,NO,N,0,0
ID18447,22879,0,0,0,,SI,N,0,1
ID18541,71912,0,0,0,,NO,N,0,1
ID22745,74782,1,33964,33964,937.0,,Y,1,0
ID22965,64237,0,0,0,,,N,0,1
ID23302,99937,0,0,0,,,N,0,1
ID23513,80360,1,54471,54471,87.0,,N,0,0
ID21806,95250,3,22110,66330,368.0,SI,N,0,0
ID23484,89017,2,20482,40964,87.0,,N,0,0
ID23483,18167,3,19095,57285,168.0,,N,0,0
ID23632,36495,0,0,0,,,N,0,1
ID15215,92153,0,0,0,,,N,0,1
ID29512,80193,0,0,0,,SI,N,0,1
ID7831,47077,1,54326,54326,670.0,,Y,1,0
ID15313,63416,0,0,0,,SI,N,0,1
ID15342,47383,0,0,0,,,N,0,1
ID29738,44270,1,29949,29949,68.0,NO,N,0,0
ID29644,27667,0,0,0,,,N,0,1
ID10008,98539,2,27042,54084,60.0,,N,0,0
ID9839,54878,3,32495,97485,71.0,,N,0,0
ID9851,59923,1,43398,43398,82.0,NO,N,0,0
ID9863,72808,1,44330,44330,28.0,,N,0,0
ID10021,84866,1,46032,46032,321.0,SI,N,0,0
ID7889,94419,1,44676,44676,44.0,NO,N,0,0
ID7917,25841,3,50082,150246,1000.0,NO,N,0,0
ID8031,99645,0,0,0,,,N,0,1
ID8103,26971,1,34121,34121,1017.0,SI,N,0,0
ID12385,88314,2,30624,61248,392.0,,N,0,0
ID12420,87201,1,32723,32723,10.0,SI,N,0,0
ID12388,48809,2,30957,61914,774.0,,Y,1,0
ID9990,70381,2,53091,106182,541.0,SI,Y,1,0
ID8068,31660,4,22683,90732,243.0,,N,0,0
ID8139,80224,3,43485,130455,351.0,NO,N,0,0
ID8404,79861,2,28362,56724,24.0,,N,0,0
ID8405,94372,0,0,0,,,N,0,1
ID8406,53344,2,47398,94796,24.0,,N,0,0
ID8407,3338,2,28495,56990,28.0,,N,0,0
ID8428,27123,1,45103,45103,230.0,,N,0,0
ID8468,8795,0,0,0,,,N,0,1
ID10822,58449,1,32810,32810,439.0,,Y,1,0
ID8470,5320,0,0,0,,,N,0,1
ID8522,67841,1,46849,46849,1.0,,N,0,0
ID11455,56913,1,24840,24840,431.0,,Y,1,0
ID11962,99277,0,0,0,,NO,N,0,1
ID11328,66691,0,0,0,,SI,N,0,1
ID11970,51495,1,29114,29114,2.0,NO,N,0,0
ID26306,62552,1,44844,44844,1209.0,,N,0,0
ID22749,80161,3,40902,122706,367.0,SI,N,0,0
ID22903,72615,0,0,0,,NO,N,0,1
ID22792,84580,2,29597,59194,16.0,NO,N,0,0
ID22873,47752,4,33472,133888,61.0,NO,N,0,0
ID23458,90028,0,0,0,,,N,0,1
ID23485,69283,1,34464,34464,73.0,NO,N,0,0
ID23835,13421,1,18438,18438,29.0,,N,0,0
ID6886,16032,0,0,0,,,N,0,1
ID6913,74446,1,25987,25987,449.0,,Y,1,0
ID6979,7159,2,15273,30546,622.0,,Y,1,0
ID7068,42026,4,36935,147740,82.0,,N,0,0
ID4967,14844,3,42909,128727,79.0,,N,0,0
ID4974,65649,1,20119,20119,988.0,NO,Y,1,0
ID6936,58540,0,0,0,,,N,0,1
ID6857,87990,2,27847,55694,18.0,NO,N,0,0
ID6865,93116,2,32282,64564,880.0,,Y,1,0
ID5302,12726,1,52094,52094,54.0,NO,N,0,0
ID5311,22439,1,35331,35331,555.0,NO,Y,1,0
ID5332,61580,0,0,0,,,N,0,1
ID5433,14918,1,28126,28126,69.0,NO,N,0,0
ID4017,8248,1,27797,27797,21.0,NO,N,0,0
ID5588,14903,0,0,0,,NO,N,0,1
ID5448,25738,0,0,0,,,N,0,1
ID4029,89394,2,50964,101928,159.0,,N,0,0
ID11828,33993,0,0,0,,,N,0,1
ID105,60081,1,18790,18790,86.0,NO,N,0,0
ID7319,18681,2,50483,100966,591.0,NO,Y,1,0
ID7330,31897,0,0,0,,,N,0,1
ID7363,24340,0,0,0,,SI,N,0,1
ID5206,79673,4,20143,80572,176.0,,N,0,0
ID5217,46854,0,0,0,,NO,N,0,1
ID7471,63043,0,0,0,,,N,0,1
ID7347,24198,0,0,0,,NO,N,0,1
ID7439,63925,2,37908,75816,4.0,,N,0,0
ID7461,73322,1,43271,43271,61.0,NO,N,0,0
ID4885,60562,1,41229,41229,1299.0,,N,0,0
ID7567,26632,0,0,0,,NO,N,0,1
ID4890,1762,1,26932,26932,32.0,NO,N,0,0
ID5388,1591,0,0,0,,NO,N,0,1
ID9676,56474,5,45504,227520,121.0,,N,0,0
ID9685,58342,2,28576,57152,677.0,,Y,1,0
ID9827,31818,4,16204,64816,179.0,,N,0,0
ID3963,5458,2,54851,109702,235.0,NO,N,0,0
ID9546,903,1,16405,16405,62.0,NO,N,0,0
ID9675,88457,0,0,0,,,N,0,1
ID9806,84325,2,44104,88208,723.0,,Y,1,0
ID5663,2708,4,32960,131840,27.0,NO,N,0,0
ID4107,85509,4,26342,105368,450.0,,Y,1,0
ID4121,19924,0,0,0,,,N,0,1
ID4125,37788,4,26457,105828,105.0,NO,N,0,0
ID33110,85417,1,41218,41218,89.0,,N,0,0
ID33226,88957,0,0,0,,,N,0,1
ID30596,3299,4,18028,72112,324.0,SI,N,0,0
ID35402,3240,1,25907,25907,73.0,NO,N,0,0
ID35475,72661,0,0,0,,SI,N,0,1
ID35484,75677,1,43489,43489,228.0,NO,N,0,0
ID35554,55974,4,21765,87060,17.0,NO,N,0,0
ID35578,98676,0,0,0,,NO,N,0,1
ID35639,96039,0,0,0,,,N,0,1
ID22059,7337,0,0,0,,,N,0,1
ID24224,64690,1,44759,44759,626.0,NO,Y,1,0
ID12742,78006,1,43737,43737,358.0,,N,0,0
ID37329,88677,3,33526,100578,379.0,SI,N,0,0
ID37356,26592,1,30519,30519,39.0,,N,0,0
ID32168,4808,1,22977,22977,67.0,SI,N,0,0
ID32771,91739,3,50509,151527,202.0,NO,N,0,0
ID32804,3147,0,0,0,,SI,N,0,1
ID32811,20850,1,15911,15911,107.0,NO,N,0,0
ID32813,49728,0,0,0,,SI,N,0,1
ID32832,69640,1,30159,30159,1.0,NO,N,0,0
ID32834,57264,1,33889,33889,71.0,NO,N,0,0
ID32835,36827,3,25001,75003,191.0,NO,N,0,0
ID32895,28651,2,26166,52332,26.0,SI,N,0,0
ID32927,72807,3,54371,163113,201.0,SI,N,0,0
ID32928,76298,0,0,0,,SI,N,0,1
ID32941,276,3,32646,97938,244.0,,N,0,0
ID32959,24619,2,48577,97154,77.0,NO,N,0,0
ID32960,46063,2,34717,69434,87.0,NO,N,0,0
ID32982,37298,3,49097,147291,82.0,NO,N,0,0
ID33000,26916,3,31936,95808,396.0,NO,N,0,0
ID33042,99472,3,32797,98391,151.0,SI,N,0,0
ID33059,86090,1,34070,34070,122.0,NO,N,0,0
ID33073,93086,0,0,0,,,N,0,1
ID33075,92163,1,16141,16141,228.0,SI,N,0,0
ID14506,96926,0,0,0,,,N,0,1
ID14470,58031,0,0,0,,,N,0,1
ID1648,31048,2,26534,53068,146.0,,N,0,0
ID1647,67758,0,0,0,,,N,0,1
ID1673,9257,1,50115,50115,110.0,,N,0,0
ID1444,8702,0,0,0,,,N,0,1
ID15197,18187,1,45813,45813,88.0,,N,0,0
ID1908,82995,0,0,0,,SI,N,0,1
ID1928,26247,2,28367,56734,225.0,,N,0,0
ID14917,78709,2,44552,89104,306.0,NO,N,0,0
ID1695,24362,0,0,0,,,N,0,1
ID1776,10899,1,27599,27599,84.0,,N,0,0
ID1844,20295,0,0,0,,,N,0,1
ID1733,6493,1,44019,44019,148.0,,N,0,0
ID1762,40332,0,0,0,,,N,0,1
ID1784,20271,2,53691,107382,208.0,,N,0,0
ID1810,7321,2,47981,95962,508.0,,Y,1,0
ID1816,38654,1,24426,24426,71.0,NO,N,0,0
ID1917,52350,0,0,0,,,N,0,1
ID15161,49582,2,53438,106876,319.0,,N,0,0
ID1772,14528,0,0,0,,,N,0,1
ID1778,80842,0,0,0,,NO,N,0,1
ID1853,9886,0,0,0,,,N,0,1
ID1871,99153,1,37074,37074,145.0,,N,0,0
ID1895,74289,0,0,0,,,N,0,1
ID1901,10906,2,53799,107598,264.0,SI,N,0,0
ID1485,77468,0,0,0,,,N,0,1
ID1528,9681,2,24542,49084,249.0,,N,0,0
ID1535,38167,1,50838,50838,101.0,,N,0,0
ID1551,26610,2,45940,91880,205.0,,N,0,0
ID1598,71019,1,32648,32648,123.0,,N,0,0
ID1600,44840,1,31296,31296,92.0,NO,N,0,0
ID1544,82869,0,0,0,,,N,0,1
ID1455,55344,2,35021,70042,603.0,,Y,1,0
ID1468,21339,0,0,0,,,N,0,1
ID1486,5741,2,43360,86720,207.0,,N,0,0
ID1510,28754,2,42496,84992,232.0,,N,0,0
ID1558,47104,2,39667,79334,281.0,,N,0,0
ID1720,79260,0,0,0,,,N,0,1
ID1936,14076,0,0,0,,,N,0,1
ID1753,38526,0,0,0,,SI,N,0,1
ID1760,42496,0,0,0,,,N,0,1
ID1900,6444,2,52360,104720,279.0,NO,N,0,0
ID1957,17874,0,0,0,,,N,0,1
ID1877,80445,0,0,0,,,N,0,1
ID1884,93896,1,37499,37499,89.0,NO,N,0,0
ID1918,66364,0,0,0,,,N,0,1
ID1929,15770,2,21210,42420,223.0,,N,0,0
ID1930,93718,1,22951,22951,164.0,,N,0,0
ID1938,10659,1,52389,52389,80.0,NO,N,0,0
ID1943,82378,0,0,0,,,N,0,1
ID1958,54387,2,51790,103580,158.0,,N,0,0
ID1564,66296,1,40680,40680,90.0,NO,N,0,0
ID1573,90227,1,42654,42654,129.0,,N,0,0
ID1582,6746,1,25957,25957,63.0,,N,0,0
ID1586,71949,1,35914,35914,156.0,,N,0,0
ID1603,53948,2,30166,60332,208.0,,N,0,0
ID1605,86417,0,0,0,,,N,0,1
ID1607,65180,0,0,0,,,N,0,1
ID1488,42540,1,54506,54506,132.0,NO,N,0,0
ID1567,76386,1,48078,48078,110.0,,N,0,0
ID1572,57867,2,31162,62324,165.0,NO,N,0,0
ID1576,53927,0,0,0,,SI,N,0,1
ID1578,8198,1,20747,20747,81.0,NO,N,0,0
ID1592,38936,0,0,0,,,N,0,1
ID1594,34000,1,25538,25538,114.0,NO,N,0,0
ID1608,1112,2,49309,98618,127.0,,N,0,0
ID1836,38436,0,0,0,,NO,N,0,1
ID1865,90083,1,36764,36764,114.0,NO,N,0,0
ID1463,96512,2,33525,67050,256.0,,N,0,0
ID1574,76086,1,48345,48345,82.0,NO,N,0,0
ID39315,3566,2,49083,98166,114.0,SI,N,0,0
ID39316,15696,1,16585,16585,54.0,SI,N,0,0
ID8604,83641,0,0,0,,,N,0,1
ID12007,30827,6,50466,302796,89.0,NO,N,0,0
ID46323,29394,0,0,0,,NO,N,0,1
ID23000,10396,1,25513,25513,95.0,,N,0,0
ID6492,22053,0,0,0,,NO,N,0,1
ID6599,72231,2,29366,58732,62.0,NO,N,0,0
ID6617,4373,1,19963,19963,272.0,NO,N,0,0
ID4180,66463,1,23871,23871,381.0,SI,N,0,0
ID4143,65659,2,16590,33180,957.0,NO,Y,1,0
ID4157,54361,0,0,0,,NO,N,0,1
ID4182,55436,0,0,0,,NO,N,0,1
ID4188,50642,0,0,0,,NO,N,0,1
ID4826,84872,1,31280,31280,667.0,NO,Y,1,0
ID4863,94515,0,0,0,,SI,N,0,1
ID6373,52098,3,50942,152826,48.0,SI,N,0,0
ID6413,65438,0,0,0,,NO,N,0,1
ID57415,52484,0,0,0,,NO,N,0,1
ID57316,95820,1,22125,22125,1274.0,,N,0,0
ID25424,48723,4,22682,90728,35.0,,N,0,0
ID52388,73545,1,28749,28749,165.0,,N,0,0
ID2055,99106,0,0,0,,SI,N,0,1
ID51905,33769,0,0,0,,,N,0,1
ID55201,63097,4,50465,201860,173.0,,N,0,0
ID4406,31551,1,35493,35493,29.0,NO,N,0,0
ID6006,19669,1,48134,48134,1052.0,NO,N,0,0
ID56317,84135,2,25381,50762,180.0,NO,N,0,0
ID21792,97893,0,0,0,,,N,0,1
ID21866,73380,2,35810,71620,897.0,NO,Y,1,0
ID21880,48948,1,26439,26439,1209.0,,N,0,0
ID21895,83989,0,0,0,,,N,0,1
ID21821,26544,0,0,0,,,N,0,1
ID21836,22842,0,0,0,,,N,0,1
ID21843,23214,1,38686,38686,786.0,,Y,1,0
ID21906,2431,1,35952,35952,1163.0,,N,0,0
ID21928,88409,2,30493,60986,636.0,,Y,1,0
ID10273,33749,4,25792,103168,88.0,,N,0,0
ID10288,88511,0,0,0,,,N,0,1
ID10341,51625,1,45476,45476,108.0,,N,0,0
ID10347,88434,2,26379,52758,111.0,,N,0,0
ID10497,25900,2,21896,43792,111.0,,N,0,0
ID10229,82838,0,0,0,,SI,N,0,1
ID10272,57145,2,45064,90128,40.0,,N,0,0
ID10283,99833,3,20933,62799,274.0,,N,0,0
ID10498,510,2,24686,49372,101.0,,N,0,0
ID9357,40029,1,19367,19367,122.0,,N,0,0
ID26667,78487,1,16063,16063,156.0,,N,0,0
ID29653,77456,0,0,0,,,N,0,1
ID29995,56949,0,0,0,,,N,0,1
ID30029,56448,0,0,0,,,N,0,1
ID30052,67000,0,0,0,,,N,0,1
