CODE,Sales_Date,Id_Producto,Customer_ID,PVP,MOTIVO_VENTA,FORMA_PAGO,EXTENSION_GARANTIA,SEGURO_BATERIA_LARGO_PLAZO,MANTENIMIENTO_GRATUITO,FIN_GARANTIA,BASE_DATE,EN_GARANTIA,COSTE_VENTA_NO_IMPUESTOS,GENERO,CODIGO_POSTAL,Edad,RENTA_MEDIA_ESTIMADA,ENCUESTA_CLIENTE_ZONA_TALLER,STATUS_SOCIAL,Modelo,TIPO_CARROCERIA,Fuel,TRANSMISION_ID,Equipamiento,Kw,Revisiones,Km_medio_por_revision,km_ultima_revision,QUEJA,Lead_compra,Lead_compra_1,TIENDA_DESC,PROV_DESC,ZONA,Origen,Margen_eur_bruto,Margen_eur,tiene_queja,extension_garantia_bin,en_garantia_bin,Margen_pct,FLAG_Margen_Negativo,antiguedad_dias,ratio_rev_antiguedad,FLAG_cliente_nuevo,segmento_antiguedad,FLAG_deberia_haber_revisado,gasto_relativo,satisfaccion_baja,km_alto_pocas_rev,Mantenimiento_medio,Alpha,Categoria_Precio
SYN003445,2024-02-17,PA200087,103708,28667,Particular,Financiera Marca,"SI, Financiera",NO,0,16/02/2028,31/12/2023,SI,1521,M,CP41950,48,24336,15,I,I,TIPO7,HÍBRIDO,M,High,106,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,9738.18,5702.49,0,1,1,19.89,0,0,0.0,1,Nuevo,0,1.1779667981591058,0,0,371.0,0.1,ESTANDAR
SYN003446,2024-03-25,PA200045,105818,34791,Particular,Contado,NO,NO,0,24/03/2028,31/12/2023,SI,994,M,CP14011,41,33955,128,A,I,TIPO7,ELÉCTRICO,A,Mid,106,0,0,0,NO,0,0,SEVILLA,SEVILLA,SUR,Tienda,11818.5,7826.01,0,0,1,22.49,0,0,0.0,1,Nuevo,0,1.0246208216757473,0,0,371.0,0.1,ESTANDAR
SYN003447,2024-02-28,PA200015,107718,17550,Particular,Contado,NO,SI,0,27/02/2028,31/12/2023,SI,1378,F,CP50006,35,31276,94,C,B,TIPO1,HÍBRIDO,M,Mid-High,74,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Tienda,4575.28,1560.83,0,0,1,8.89,0,0,0.0,1,Nuevo,0,0.5611331372298248,0,0,263.0,0.07,PREMIUM
SYN003448,2024-01-19,PA200045,102362,30330,Particular,Financiera Marca,"SI, Financiera",NO,0,18/01/2028,31/12/2023,SI,1521,M,CP3014,75,17264,59,I,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,BARCELONA SUR,BARCELONA,ESTE,Tienda,10303.1,6136.03,0,1,1,20.23,0,0,0.0,1,Nuevo,0,1.756835032437442,0,0,371.0,0.1,ESTANDAR
SYN003449,2024-01-28,PA200096,103415,32916,No Particular,Otros,"SI, Financiera",NO,0,27/01/2028,31/12/2023,SI,1294,M,CP20730,38,29848,95,E,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Tienda,11181.57,7037.2,0,1,1,21.38,0,0,0.0,1,Nuevo,0,1.102787456445993,0,0,371.0,0.1,ESTANDAR
SYN003450,2024-03-23,PA200083,100328,33726,Particular,Contado,SI,NO,0,22/03/2028,31/12/2023,SI,994,M,CP28529,44,37765,113,A,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Tienda,11456.72,7548.37,0,1,1,22.38,0,0,0.0,1,Nuevo,0,0.8930491195551437,0,0,371.0,0.1,ESTANDAR
SYN003451,2024-02-26,PA200032,107601,19099,Particular,Otros,SI,SI,0,25/02/2028,31/12/2023,SI,3075,M,CP37001,50,33955,121,A,B,TIPO1,HÍBRIDO,M,Low,77,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,4979.11,145.29,0,1,1,0.76,0,0,0.0,1,Nuevo,0,0.5624797526137535,0,0,263.0,0.07,PREMIUM
SYN003452,2024-01-10,PA200096,100910,19472,Particular,Otros,NO,SI,0,09/01/2028,31/12/2023,SI,1984,F,CP18291,48,0,0,,B,TIPO1,HÍBRIDO,M,Mid,81,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Tienda,5076.35,1304.06,0,0,1,6.7,0,0,0.0,1,Nuevo,0,19472.0,1,0,263.0,0.07,PREMIUM
SYN003453,2024-03-23,PA200036,105426,30377,Particular,Financiera Marca,"SI, Financiera",NO,0,22/03/2028,31/12/2023,SI,2961,M,CP36400,69,21570,0,,D,TIPO6,HÍBRIDO,M,High,106,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,7919.28,-2491.07,0,1,1,-8.2,1,0,0.0,1,Nuevo,0,1.4082985628187297,1,0,290.0,0.1,ESTANDAR
SYN003454,2024-01-18,PA200097,104619,28005,Particular,Contado,SI,NO,0,17/01/2028,31/12/2023,SI,0,M,CP28830,31,32667,95,D,D,TIPO8,HÍBRIDO,M,Mid,99,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,7300.9,413.72,0,1,1,1.48,0,0,0.0,1,Nuevo,0,0.8572871705390761,0,0,290.0,0.1,ESTANDAR
SYN003455,2024-01-18,PA200100,102463,30892,Particular,Prestamo Bancario,NO,NO,0,17/01/2028,31/12/2023,SI,0,M,CP8329,28,32103,14,C,J,TIPO7,HÍBRIDO,M,Mid-High,123,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,1220.23,-6351.17,0,0,1,-20.56,1,0,0.0,1,Nuevo,0,0.962277668753699,0,0,390.0,0.1,ESTANDAR
SYN003456,2024-02-11,PA200012,100257,35404,Particular,Contado,NO,NO,0,10/02/2028,31/12/2023,SI,994,M,CP35610,53,0,32,F,I,TIPO7,ELÉCTRICO,A,Mid,124,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,12026.74,7985.82,0,0,1,22.56,0,0,0.0,1,Nuevo,0,35404.0,0,0,371.0,0.1,ESTANDAR
SYN003457,2024-02-01,PA200039,60258,28287,Particular,Contado,NO,NO,0,31/01/2028,31/12/2023,SI,1034,F,CP8224,59,27476,16,B,I,TIPO7,HÍBRIDO,M,High,106,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,9609.09,6090.42,0,0,1,21.53,0,0,0.0,1,Nuevo,0,1.0295166690930266,0,0,371.0,0.1,ESTANDAR
SYN003458,2024-03-06,PA200022,104434,19246,No Particular,Contado,NO,NO,0,05/03/2028,31/12/2023,SI,829,M,CP28400,54,28940,9,D,B,TIPO1,HÍBRIDO,M,Low,74,0,0,0,NO,0,0,BARCELONA SUR,BARCELONA,ESTE,Tienda,5017.43,2418.0,0,0,1,12.56,0,0,0.0,1,Nuevo,0,0.6650310988251555,0,0,263.0,0.07,PREMIUM
SYN003459,2024-02-13,PA200059,103652,26794,Particular,Financiera Marca,NO,NO,4,12/02/2028,31/12/2023,SI,2582,M,CP28032,50,33465,146,D,D,TIPO6,HÍBRIDO,M,High,103,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Internet,6985.2,-2196.98,0,0,1,-8.2,1,0,0.0,1,Nuevo,0,0.8006574032571343,0,0,290.0,0.1,ESTANDAR
SYN003460,2024-03-06,PA200084,101242,32463,Particular,Otros,NO,SI,0,05/03/2028,31/12/2023,SI,1447,M,CP37005,32,33955,12,A,D,TIPO6,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Tienda,8463.1,-927.63,0,0,1,-2.86,1,0,0.0,1,Nuevo,0,0.9560594905021352,0,0,290.0,0.1,ESTANDAR
SYN003461,2024-03-15,PA200017,107929,27147,Particular,Otros,NO,NO,0,14/03/2028,31/12/2023,SI,355,M,CP50015,34,30050,9,D,D,TIPO1,HÍBRIDO,M,Mid,99,0,0,0,NO,0,0,LA CORUÑA,LA CORUÑA,NORTE,Tienda,7077.22,38.38,0,0,1,0.14,0,0,0.0,1,Nuevo,0,0.9033943427620632,0,0,290.0,0.1,ESTANDAR
SYN003462,2024-01-28,PA200021,65866,31208,Particular,Prestamo Bancario,NO,SI,0,27/01/2028,31/12/2023,SI,0,M,CP35004,38,29086,77,C,J,TIPO7,HÍBRIDO,M,Mid-High,123,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Internet,1232.72,-6413.58,0,0,1,-20.55,1,0,0.0,1,Nuevo,0,1.0729560613353504,0,0,390.0,0.1,ESTANDAR
SYN003463,2024-02-23,PA200046,103534,20470,Particular,Financiera Marca,"SI, Financiera",NO,4,22/02/2028,31/12/2023,SI,1447,M,CP28032,36,0,0,,B,TIPO6,HÍBRIDO,M,Mid-High,85,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Internet,5336.53,2022.4,0,1,1,9.88,0,0,0.0,1,Nuevo,0,20470.0,1,0,263.0,0.07,PREMIUM
SYN003464,2024-03-22,PA200035,104291,22234,Particular,Contado,NO,NO,0,21/03/2028,31/12/2023,SI,2701,M,CP30830,60,0,0,,D,TIPO1,HÍBRIDO,M,Mid-High,85,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Internet,5796.4,-2424.05,0,0,1,-10.9,1,0,0.0,1,Nuevo,0,22234.0,1,0,290.0,0.1,ESTANDAR
SYN003465,2024-03-26,PA200046,27791,31001,Particular,Financiera Marca,NO,NO,0,25/03/2028,31/12/2023,SI,2037,M,CP38410,36,24986,75,I,D,TIPO8,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,8081.96,-1552.28,0,0,1,-5.01,1,0,0.0,1,Nuevo,0,1.240734811494437,0,0,290.0,0.1,ESTANDAR
SYN003466,2024-01-17,PA200091,100503,28287,Particular,Contado,NO,NO,0,16/01/2028,31/12/2023,SI,1034,M,CP48004,20,29410,121,C,I,TIPO7,HÍBRIDO,M,High,106,0,0,0,NO,0,0,SEVILLA,SEVILLA,SUR,Tienda,9609.09,6090.42,0,0,1,21.53,0,0,0.0,1,Nuevo,0,0.9618157089425365,0,0,371.0,0.1,ESTANDAR
SYN003467,2024-01-16,PA200033,97239,24297,Particular,Contado,NO,NO,0,15/01/2028,31/12/2023,SI,796,F,CP29630,42,28682,0,U,D,TIPO1,ELÉCTRICO,A,Low,104,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Internet,6334.23,-470.16,0,0,1,-1.94,1,0,0.0,1,Nuevo,0,0.8471166585314832,1,0,290.0,0.1,ESTANDAR
SYN003468,2024-02-05,PA200043,105629,30330,Particular,Contado,SI,NO,0,04/02/2028,31/12/2023,SI,1034,M,CP48980,44,0,0,,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,NO,1,1,BARCELONA SUR,BARCELONA,ESTE,Internet,10303.1,6623.03,0,1,1,21.84,0,0,0.0,1,Nuevo,0,30330.0,1,0,371.0,0.1,ESTANDAR
SYN003469,2024-03-28,PA200084,108413,19614,Particular,Financiera Marca,NO,NO,4,27/03/2028,31/12/2023,SI,1762,M,CP8207,78,0,0,,B,TIPO1,HÍBRIDO,M,Mid-High,85,0,0,0,NO,0,0,LA CORUÑA,LA CORUÑA,NORTE,Tienda,5113.37,1551.86,0,0,1,7.91,0,0,0.0,1,Nuevo,0,19614.0,1,0,263.0,0.07,PREMIUM
SYN003470,2024-03-14,PA200077,100881,28287,Particular,Financiera Marca,"SI, Financiera",NO,0,13/03/2028,31/12/2023,SI,1521,M,CP28015,35,33189,214,A,I,TIPO7,HÍBRIDO,M,High,106,0,0,0,NO,0,0,LA CORUÑA,LA CORUÑA,NORTE,Internet,9609.09,5603.42,0,1,1,19.81,0,0,0.0,1,Nuevo,0,0.8523004609961131,0,0,371.0,0.1,ESTANDAR
SYN003471,2024-01-23,PA200040,102421,16370,No Particular,Contado,NO,NO,0,22/01/2028,31/12/2023,SI,1444,F,CP17200,49,25767,1,H,A,TIPO1,HÍBRIDO,M,Mid,64,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Tienda,3621.04,633.81,0,0,1,3.87,0,0,0.0,1,Nuevo,0,0.6353087282182637,0,0,250.0,0.07,PREMIUM
SYN003472,2024-02-17,PA200019,103675,22465,No Particular,Financiera Marca,"SI, Financiera",NO,0,16/02/2028,31/12/2023,SI,1639,M,CP28850,35,27711,0,,B,TIPO6,HÍBRIDO,M,Mid,85,0,0,0,NO,1,1,MADRID NORTE,MADRID,CENTRO,Internet,5856.63,2192.89,0,1,1,9.76,0,0,0.0,1,Nuevo,0,0.8106888961062394,1,0,263.0,0.07,PREMIUM
SYN003473,2024-03-22,PA200094,108296,26560,Particular,Contado,SI,SI,0,21/03/2028,31/12/2023,SI,1394,F,CP31194,44,32039,156,C,C,TIPO4,HÍBRIDO,M,Mid,101,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Internet,6924.19,-1014.53,0,1,1,-3.82,1,0,0.0,1,Nuevo,0,0.8289896688410999,0,0,276.0,0.1,ESTANDAR
SYN003474,2024-02-27,PA200038,106496,20598,Particular,Financiera Marca,"SI, Financiera",NO,0,26/02/2028,31/12/2023,SI,1254,M,CP3170,67,24763,86,H,B,TIPO1,HÍBRIDO,M,Mid-High,117,0,0,0,NO,1,1,MADRID SUR,MADRID,CENTRO,Internet,5369.9,2238.66,0,1,1,10.87,0,0,0.0,1,Nuevo,0,0.8318055162944716,0,0,263.0,0.07,PREMIUM
SYN003475,2024-03-28,PA200091,105993,13708,No Particular,Prestamo Bancario,NO,NO,0,27/03/2028,31/12/2023,SI,1180,M,CP28229,54,33515,112,A,A,TIPO1,HÍBRIDO,M,Mid,72,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,3032.21,519.28,0,0,1,3.79,0,0,0.0,1,Nuevo,0,0.4090108906459794,0,0,250.0,0.07,PREMIUM
SYN003476,2024-02-10,PA200004,107906,22764,Particular,Otros,NO,NO,0,09/02/2028,31/12/2023,SI,533,M,CP8025,41,0,0,,E,TIPO2,HÍBRIDO,M,Mid,89,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Internet,6653.92,475.85,0,0,1,2.09,0,0,0.0,1,Nuevo,0,22764.0,1,0,305.0,0.1,ESTANDAR
SYN003477,2024-03-01,PA200010,100734,24004,Particular,Contado,SI,NO,0,29/02/2028,31/12/2023,SI,0,M,CP30832,53,23955,0,H,D,TIPO1,HÍBRIDO,M,Low,99,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,6257.84,318.89,0,1,1,1.33,0,0,0.0,1,Nuevo,0,1.0020455019828847,1,0,290.0,0.1,ESTANDAR
SYN003478,2024-02-23,PA200087,103038,18403,Particular,Otros,SI,NO,0,22/02/2028,31/12/2023,SI,1909,M,CP8024,58,29707,129,C,B,TIPO1,HÍBRIDO,M,Mid,74,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,4797.66,1184.83,0,1,1,6.44,0,0,0.0,1,Nuevo,0,0.619483623388427,0,0,263.0,0.07,PREMIUM
SYN003479,2024-02-18,PA200073,100226,30246,Particular,Contado,NO,NO,0,17/02/2028,31/12/2023,SI,398,M,CP32004,46,25850,11,H,J,TIPO7,HÍBRIDO,M,Mid-High,123,0,0,0,NO,0,0,BARCELONA SUR,BARCELONA,ESTE,Internet,1194.72,-6621.58,0,0,1,-21.89,1,0,0.0,1,Nuevo,0,1.1700580270793037,0,0,390.0,0.1,ESTANDAR
SYN003480,2024-01-17,PA200049,105476,27246,Particular,Contado,NO,NO,0,16/01/2028,31/12/2023,SI,1279,M,CP8791,49,32080,97,C,D,TIPO8,HÍBRIDO,M,Low,115,0,0,0,NO,0,0,BARCELONA SUR,BARCELONA,ESTE,Internet,7103.03,-883.27,0,0,1,-3.24,1,0,0.0,1,Nuevo,0,0.8493142144638404,0,0,290.0,0.1,ESTANDAR
SYN003481,2024-01-10,PA200061,102108,28667,Particular,Otros,NO,NO,0,09/01/2028,31/12/2023,SI,1034,F,CP8445,58,0,0,,I,TIPO7,HÍBRIDO,M,High,106,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,9738.18,6189.49,0,0,1,21.59,0,0,0.0,1,Nuevo,0,28667.0,1,0,371.0,0.1,ESTANDAR
SYN003482,2024-01-29,PA200067,100840,18627,Particular,Contado,NO,NO,0,28/01/2028,31/12/2023,SI,915,F,CP32520,53,16361,12,K,H,TIPO7,HÍBRIDO,M,Mid-High,85,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,6180.44,600.84,0,0,1,3.23,0,0,0.0,1,Nuevo,0,1.1385000916814376,0,0,353.0,0.1,ESTANDAR
SYN003483,2024-01-04,PA200051,100449,29446,No Particular,Contado,"SI, Financiera",NO,0,03/01/2028,31/12/2023,SI,1294,M,CP48220,44,31303,127,G,I,TIPO7,ELÉCTRICO,A,High,106,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Internet,10002.81,6132.57,0,1,1,20.83,0,0,0.0,1,Nuevo,0,0.9406766124652589,0,0,371.0,0.1,ESTANDAR
SYN003484,2024-03-09,PA200051,106001,25792,Particular,Financiera Marca,"SI, Financiera",NO,0,08/03/2028,31/12/2023,SI,1753,M,CP7820,33,26844,92,I,B,TIPO6,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,6723.97,2683.41,0,1,1,10.4,0,0,0.0,1,Nuevo,0,0.9608106094471762,0,0,263.0,0.07,PREMIUM
SYN003485,2024-03-02,PA200028,107890,28667,Particular,Financiera Marca,NO,NO,4,01/03/2028,31/12/2023,SI,1439,M,CP50298,50,0,0,,I,TIPO7,HÍBRIDO,M,High,106,0,0,0,NO,0,0,VALENCIA,VALENCIA,ESTE,Tienda,9738.18,5784.49,0,0,1,20.18,0,0,0.0,1,Nuevo,0,28667.0,1,0,371.0,0.1,ESTANDAR
SYN003486,2024-02-24,PA200058,105981,33098,Particular,Contado,NO,NO,0,23/02/2028,31/12/2023,SI,291,M,CP28891,40,30787,11,C,J,TIPO7,HÍBRIDO,M,Mid,123,0,0,0,NO,0,0,BARCELONA SUR,BARCELONA,ESTE,Internet,1307.37,-7077.85,0,0,1,-21.38,1,0,0.0,1,Nuevo,0,1.0750641504531133,0,0,390.0,0.1,ESTANDAR
SYN003487,2024-03-01,PA200020,101865,30078,Particular,Otros,SI,NO,0,29/02/2028,31/12/2023,SI,1472,M,CP14005,44,26935,95,B,D,TIPO6,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,MALAGA,MALAGA,SUR,Tienda,7841.33,-1009.15,0,1,1,-3.36,1,0,0.0,1,Nuevo,0,1.1166883237423426,0,0,290.0,0.1,ESTANDAR
SYN003488,2024-02-03,PA200043,2917,19472,Particular,Financiera Marca,NO,SI,0,02/02/2028,31/12/2023,SI,3115,M,CP28923,52,33718,124,E,B,TIPO1,HÍBRIDO,M,Mid,81,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Internet,5076.35,173.06,0,0,1,0.89,0,0,0.0,1,Nuevo,0,0.5774956996263123,0,0,263.0,0.07,PREMIUM
SYN003489,2024-02-25,PA200033,106128,25316,Particular,Financiera Marca,"SI, Financiera",NO,0,24/02/2028,31/12/2023,SI,2088,M,CP31799,25,28992,117,K,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,6599.88,2261.92,0,1,1,8.93,0,0,0.0,1,Nuevo,0,0.8732064017660044,0,0,263.0,0.07,PREMIUM
SYN003490,2024-01-12,PA200075,106455,20295,Particular,Contado,NO,NO,0,11/01/2028,31/12/2023,SI,0,,CP8395,25,27771,138,C,D,TIPO1,HÍBRIDO,M,Low,85,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Internet,5290.91,230.99,0,0,1,1.14,0,0,0.0,1,Nuevo,0,0.7307983147888085,0,0,290.0,0.1,ESTANDAR
SYN003491,2024-03-15,PA200097,108031,24004,Particular,Contado,NO,NO,0,14/03/2028,31/12/2023,SI,314,F,CP28850,27,27598,114,E,D,TIPO1,HÍBRIDO,M,Low,99,0,0,0,NO,1,1,MADRID OESTE,MADRID,CENTRO,Internet,6257.84,4.89,0,0,1,0.02,0,0,0.0,1,Nuevo,0,0.8697731719689833,0,0,290.0,0.1,ESTANDAR
SYN003492,2024-01-23,PA200078,101814,15824,Particular,Contado,NO,NO,0,22/01/2028,31/12/2023,SI,1272,M,CP30110,55,24158,99,I,A,TIPO1,HÍBRIDO,M,Mid-High,64,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Internet,3500.27,728.17,0,0,1,4.6,0,0,0.0,1,Nuevo,0,0.6550211110191241,0,0,250.0,0.07,PREMIUM
SYN003493,2024-01-13,PA200038,101670,13797,Particular,Contado,NO,NO,0,12/01/2028,31/12/2023,SI,1375,F,CP28260,49,28416,87,D,A,TIPO1,HÍBRIDO,M,Mid-High,48,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,3051.9,336.93,0,0,1,2.44,0,0,0.0,1,Nuevo,0,0.48553631756756754,0,0,250.0,0.07,PREMIUM
SYN003494,2024-01-30,PA200003,103405,25957,Particular,Contado,NO,NO,0,29/01/2028,31/12/2023,SI,1693,M,CP48240,46,25811,97,H,C,TIPO4,HÍBRIDO,M,Mid,101,0,0,0,NO,0,0,BARCELONA SUR,BARCELONA,ESTE,Internet,6766.99,-1327.82,0,0,1,-5.12,1,0,0.0,1,Nuevo,0,1.005656503041339,0,0,276.0,0.1,ESTANDAR
SYN003495,2024-02-21,PA200096,107236,15717,Particular,Financiera Marca,"SI, Financiera",NO,0,20/02/2028,31/12/2023,SI,1211,F,CP45210,50,26411,95,H,A,TIPO1,HÍBRIDO,M,Mid,64,0,0,0,NO,0,0,LA CORUÑA,LA CORUÑA,NORTE,Tienda,3476.6,773.96,0,1,1,4.92,0,0,0.0,1,Nuevo,0,0.5950929536935368,0,0,250.0,0.07,PREMIUM
SYN003496,2024-01-02,PA200046,106056,23796,No Particular,Financiera Marca,"SI, Financiera",NO,0,01/01/2028,31/12/2023,SI,2053,M,CP36210,40,35080,16,E,B,TIPO6,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,6203.62,2020.73,0,1,1,8.49,0,0,0.0,1,Nuevo,0,0.6783352337514253,0,0,263.0,0.07,PREMIUM
SYN003497,2024-03-12,PA200013,107355,24456,Particular,Contado,SI,NO,0,11/03/2028,31/12/2023,SI,1240,M,CP8731,40,25758,153,H,C,TIPO4,HÍBRIDO,M,Mid,101,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,6375.68,-910.39,0,1,1,-3.72,1,0,0.0,1,Nuevo,0,0.9494525972513393,0,0,276.0,0.1,ESTANDAR
SYN003498,2024-02-14,PA200010,100355,16199,Particular,Contado,NO,NO,0,13/02/2028,31/12/2023,SI,1143,M,CP3178,59,29798,137,F,B,TIPO1,HÍBRIDO,M,Mid,74,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,4223.08,1550.36,0,0,1,9.57,0,0,0.0,1,Nuevo,0,0.5436270890663802,0,0,263.0,0.07,PREMIUM
SYN003499,2024-01-26,PA200023,104562,25874,Particular,Contado,NO,NO,0,25/01/2028,31/12/2023,SI,0,M,CP28032,38,0,0,,D,TIPO6,HÍBRIDO,M,Mid,120,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,6745.35,363.21,0,0,1,1.4,0,0,0.0,1,Nuevo,0,25874.0,1,0,290.0,0.1,ESTANDAR
SYN003500,2024-01-21,PA200034,101538,36634,Particular,Contado,NO,NO,0,20/01/2028,31/12/2023,SI,994,F,CP29640,54,29891,132,F,I,TIPO7,ELÉCTRICO,A,Mid,124,0,0,0,NO,1,1,LA CORUÑA,LA CORUÑA,NORTE,Internet,12444.57,8306.48,0,0,1,22.67,0,0,0.0,1,Nuevo,0,1.225586296878659,0,0,371.0,0.1,ESTANDAR
SYN003501,2024-01-18,PA200063,106108,32916,Particular,Contado,NO,NO,0,17/01/2028,31/12/2023,SI,1494,F,CP11009,45,34918,14,E,I,TIPO7,ELÉCTRICO,A,Mid,113,0,0,0,NO,0,0,BARCELONA SUR,BARCELONA,ESTE,Tienda,11181.57,6837.2,0,0,1,20.77,0,0,0.0,1,Nuevo,0,0.9426656738644825,0,0,371.0,0.1,ESTANDAR
SYN003502,2024-03-09,PA200059,106872,13100,Particular,Contado,NO,NO,0,08/03/2028,31/12/2023,SI,1822,M,CP8830,24,23814,88,B,A,TIPO1,HÍBRIDO,M,Mid-High,61,0,0,0,NO,0,0,SEVILLA,SEVILLA,SUR,Internet,2897.72,-209.18,0,0,1,-1.6,1,0,0.0,1,Nuevo,0,0.5500965818426136,0,0,250.0,0.07,PREMIUM
SYN003503,2024-01-29,PA200090,102721,11237,Particular,Contado,SI,NO,0,28/01/2028,31/12/2023,SI,497,M,CP28042,42,24030,86,B,A,TIPO1,HÍBRIDO,M,Low,53,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Internet,2485.62,850.9,0,1,1,7.57,0,0,0.0,1,Nuevo,0,0.46762380357885974,0,0,250.0,0.07,PREMIUM
SYN003504,2024-01-22,PA200029,107330,23039,Particular,Contado,SI,SI,0,21/01/2028,31/12/2023,SI,1662,M,CP36415,26,21332,58,I,D,TIPO1,HÍBRIDO,M,Low,104,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Internet,6006.27,-1365.98,0,1,1,-5.93,1,0,0.0,1,Nuevo,0,1.080020626289143,0,0,290.0,0.1,ESTANDAR
SYN003505,2024-02-27,PA200047,100539,20999,Particular,Prestamo Bancario,NO,NO,0,26/02/2028,31/12/2023,SI,1945,M,CP15840,26,0,0,,B,TIPO6,HÍBRIDO,M,High,77,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,5474.44,1620.52,0,0,1,7.72,0,0,0.0,1,Nuevo,0,20999.0,1,0,263.0,0.07,PREMIUM
SYN003506,2024-02-21,PA200053,103351,27379,Particular,Contado,SI,NO,0,20/02/2028,31/12/2023,SI,1104,M,CP8225,46,27418,9,D,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,MALAGA,MALAGA,SUR,Tienda,9300.65,5783.71,0,1,1,21.12,0,0,0.0,1,Nuevo,0,0.9985775767743817,0,0,371.0,0.1,ESTANDAR
SYN003507,2024-02-20,PA200011,103991,25255,Particular,Contado,SI,SI,0,19/02/2028,31/12/2023,SI,1419,M,CP41013,54,33939,134,E,D,TIPO1,HÍBRIDO,M,Mid-High,91,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Internet,6583.98,-1070.46,0,1,1,-4.24,1,0,0.0,1,Nuevo,0,0.7441291729279,0,0,290.0,0.1,ESTANDAR
SYN003508,2024-02-24,PA200015,60347,20511,No Particular,Prestamo Bancario,SI,NO,0,23/02/2028,31/12/2023,SI,1748,F,CP3110,34,23852,72,E,B,TIPO1,HÍBRIDO,M,High,77,0,0,0,NO,1,1,MADRID SUR,MADRID,CENTRO,Internet,5347.22,1728.85,0,1,1,8.43,0,0,0.0,1,Nuevo,0,0.8599278886466544,0,0,263.0,0.07,PREMIUM
